,mean,mean,mean,mean,mean,std,std,std,std,std
,acc,acc,acc,acc,acc,acc,acc,acc,acc,acc
method,None,beta,beta_am,isotonic,sigmoid,None,beta,beta_am,isotonic,sigmoid
dataset,,,,,,,,,,
abalone,63.5173907053,63.5150211992,63.5318594857,63.3665750884,63.512651899,1.14646982882,1.11044076112,1.14940953664,1.01837275429,1.18349360269
autos,73.2560044682,74.394086195,74.5057241508,74.3728755113,74.5139951997,6.44412521172,5.7246328214,5.96156463368,6.4435071846,6.18574167072
balance-scale,95.2051690333,95.2051690333,95.2051690333,95.1734230015,95.2051690333,1.52078048052,1.52078048052,1.52078048052,1.55320619499,1.52078048052
car,71.6962629386,71.5227181073,71.7311130528,71.8406707891,71.864229063,1.95302148063,1.99567390008,1.88860595987,1.62592795107,1.93720064864
cleveland,83.8101694915,83.8457821936,83.8435028249,83.5101694915,83.7762711864,4.7218328128,4.77946393679,4.85647690681,5.2234123092,4.75857909938
credit-approval,86.8572554672,86.8126176622,86.8563230662,86.5056299934,86.8567892667,2.93858123653,2.98545195973,3.00651586325,3.02690924151,2.96896027269
dermatology,99.7229300729,99.7229300729,99.7229300729,99.7229300729,99.7229300729,0.559843572751,0.559843572751,0.559843572751,0.559843572751,0.559843572751
diabetes,77.0575502928,76.7187844835,77.135896783,76.6802478567,77.0445632799,3.13733394277,3.19618296081,3.09698920027,3.11334560078,3.12620235172
ecoli,96.3836767284,96.4104661711,96.3220589948,96.1069805854,96.3234697064,2.42665538799,2.59664416967,2.45224969999,2.59352257431,2.4461085938
flare,81.7819488791,81.7740924207,81.7750224636,82.2016966237,81.2479733023,1.31302626468,1.42191405222,1.46234294357,1.25513820375,1.57499177729
german,75.95,75.45,75.31,75.88,75.49,1.62333116819,1.61071032625,1.54817206237,1.92077790364,1.6114703642
glass,64.3339625491,63.9393301789,63.5361085942,62.3069012383,63.9757877781,5.15401750712,3.94288683195,2.98782660491,5.31386809045,4.03316213376
heart-statlog,83.8888888889,83.8148148148,84.1111111111,83.4814814815,83.8518518519,4.39901829321,4.47097773952,4.56822467582,4.53362282261,4.53670922968
hepatitis,85.3845430108,84.9280913978,84.7947580645,84.7740591398,85.1219086022,5.14242056771,4.72253438694,4.45205350796,5.14779769721,4.72538556342
horse,81.5140872465,81.3484764286,81.1434843012,81.3084190053,81.4473835325,4.46724825819,4.45078577635,4.46962146109,4.17640232521,4.85136073195
ionosphere,88.1215291751,87.9525150905,87.4977867203,87.4957746479,87.3557344064,3.2735059527,3.42858260995,3.70101637622,3.65212658353,3.73540802629
iris,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
landsat-satellite,98.707194968,98.7009765187,98.7118569858,98.6792047163,98.694752033,0.31730063365,0.318958138834,0.317017212249,0.33303377196,0.308773065877
letter,97.6974241193,97.7074238036,97.7068516822,97.7354383356,97.7328640095,0.115631499404,0.110153259266,0.110614688684,0.120462048964,0.122894442007
libras-movement,98.1666666667,98.06,98.0333333333,98.12,98.0666666667,1.25672792575,1.34971232343,1.3506528194,1.32096302396,1.3784871263
lung-cancer,25.3157894737,84.5105263158,85.4578947368,83.4631578947,84.3631578947,7.32436576639,7.41526653942,6.79272647083,7.74241891119,7.74930311679
mfeat-karhunen,99.085,99.175,99.165,99.2,99.18,0.405982054494,0.443921531952,0.424414362411,0.407205508964,0.416619044898
mfeat-morphological,99.85,99.85,99.85,99.85,99.85,0.195615199109,0.195615199109,0.195615199109,0.195615199109,0.195615199109
mfeat-zernike,99.475,99.47,99.47,99.47,99.485,0.35083719115,0.352252228741,0.34493418479,0.348612409769,0.347769862914
mushroom,96.5620578129,96.9830120377,96.569443945,96.9571545103,96.5719039696,0.400255723106,0.411162222254,0.397882909935,0.468797917804,0.397602945906
optdigits,98.9127660319,98.9091771545,98.9216533141,98.9039355588,98.9091946036,0.26321830989,0.265455522354,0.27423984085,0.286584344102,0.270824728366
page-blocks,94.9734658082,94.9679596098,94.9442203171,94.9734190547,94.9880927429,0.485330842799,0.53662090986,0.468318873119,0.509699250792,0.480861666153
pendigits,99.3295474466,99.3249924524,99.3268135428,99.3195288089,99.3331854534,0.165238156026,0.153751768536,0.159856043198,0.165864713202,0.154626959179
scene-classification,80.2741361214,80.0834801287,80.0709023459,80.4448215092,80.8561195412,1.56562401308,0.958001304184,0.931309008,1.1077355215,1.09452491514
segment,99.658008658,99.6796536797,99.6666666667,99.6623376623,99.6623376623,0.243828992006,0.252118950039,0.255771128323,0.244103331552,0.259298148339
shuttle,96.8577329793,97.6751715955,96.8943832988,97.8141875205,96.9263047969,0.121485976297,0.0941037191744,0.113625022587,0.0938959979903,0.116532729912
sonar,76.0288739432,75.7382978149,75.9404424277,75.5024714367,75.7487507765,6.52596008447,5.59360205507,6.27561917935,5.84221484142,6.06461098474
spambase,92.501508154,92.6754544842,92.4210945429,92.6776874736,92.551510576,0.795993314697,0.860626318916,0.876314326367,0.877594460019,0.828220885446
tic-tac,68.4028551099,67.5774212399,67.3580673711,68.3072536599,67.6085087577,2.13414717388,1.96802970346,1.9784000943,2.43811885687,2.01802015643
vehicle,95.4748766026,95.6387634927,95.569421848,95.4501736321,95.5213834022,1.68645739305,1.5680099555,1.60377935989,1.56162596312,1.59252374233
vowel,94.3535353535,94.7474747475,94.7575757576,95.4444444444,94.9090909091,1.02894199132,1.07015851185,1.10787369669,1.12466203136,1.12164939352
waveform-5000,85.2098681079,85.3718981899,85.2158781139,85.2759001239,84.7678917119,1.10932148003,1.18373985718,1.11868490634,1.19995637901,1.14591024825
wdbc,97.5722970373,97.6775682955,97.5903039631,97.6614082339,97.5375144286,1.2904810193,1.19164075688,1.19220247865,1.25176095107,1.18240655712
wpbc,79.4898110661,79.0844804318,78.7738866397,79.8476383266,79.2845479082,4.87746584378,3.89539069461,3.639168728,4.33214061925,3.51161438701
yeast,67.8420402126,67.9094071761,67.7682389987,68.1452965166,67.7750644823,1.95436328171,1.94794766149,2.03275807738,2.06084412874,1.93114042902
zoo,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
